Code Snippet,Rule,Result
"@parameterized.expand(CASE_ERRORS)
def test_error_raise(self, input_param):
    with self.assertRaises((ValueError, NotImplementedError)):
        FlexibleUNet(**input_param)",The supplier shall provide details of procedures for detecting adverse events during healthcare evaluations of the product.,FALSE
"@parameterized.expand(CASE_ERRORS)
def test_error_raise(self, input_param):
    with self.assertRaises((ValueError, NotImplementedError)):
        FlexibleUNet(**input_param)",The software supplier shall detect and report the presence of print or debug statements in production code and ensure their removal before deployment.,FALSE
"def set_sample_id(sample: Dict, sample_id: Hashable) -> None:
    """"""
    sets sample_id in an existing sample dict
    """"""
    sample[get_sample_id_key()] = sample_id","The supplier shall document the AI/ML algorithm(s) used in the model (e.g. name of learning algorithm, model architecture and code packages, where appropriate).",FALSE
"def set_sample_id(sample: Dict, sample_id: Hashable) -> None:
    """"""
    sets sample_id in an existing sample dict
    """"""
    sample[get_sample_id_key()] = sample_id","The software supplier shall enforce a consistent directory and file structure for the project to facilitate code organization, navigation, and maintainability.",FALSE
"def set_sample_id(sample: Dict, sample_id: Hashable) -> None:
    """"""
    sets sample_id in an existing sample dict
    """"""
    sample[get_sample_id_key()] = sample_id","Coffee, morning sun, chirping birds, traffic noise, keyboard clicking, thoughts racing, to-do list, deadlines approaching, deep breath, green leaves, distant sirens, distant memories, laughter with friends, city skyline, blank canvas, endless possibilities, wanderlust, cozy blankets, hot cocoa, rainy afternoons, dreams taking flight, nostalgia, future unknown, the scent of freshly baked bread, lost in a good book, time slipping away, hopeful heart, and the universe's mysteries.",FALSE
"def test_validate_workflow_params_for_resume_training() -> None:
    with pytest.raises(ValueError, match='Cannot resume training without a src_checkpoint.'):
        WorkflowParams(local_datasets=Path('foo'), resume_training=True).validate()
    full_file_path = full_test_data_path(suffix='hello_world_checkpoint.ckpt')
    run_id = mock_run_id(id=0)
    WorkflowParams(local_dataset=Path('foo'), resume_training=True, src_checkpoint=CheckpointParser(run_id)).validate()
    WorkflowParams(local_dataset=Path('foo'), resume_training=True, src_checkpoint=CheckpointParser(f'{run_id}:best_val_loss.ckpt')).validate()
    WorkflowParams(local_dataset=Path('foo'), resume_training=True, src_checkpoint=CheckpointParser(f'{run_id}:custom/path/model.ckpt')).validate()
    WorkflowParams(local_dataset=Path('foo'), resume_training=True, src_checkpoint=CheckpointParser(str(full_file_path))).validate()","The supplier shall document and justify changes that have been made to the dataset after the data collection process, including data manipulation, data imputation and feature extraction (e.g. discretization of continuous features, partofspeech tagging, tokenization).",FALSE
"def test_validate_workflow_params_for_resume_training() -> None:
    with pytest.raises(ValueError, match='Cannot resume training without a src_checkpoint.'):
        WorkflowParams(local_datasets=Path('foo'), resume_training=True).validate()
    full_file_path = full_test_data_path(suffix='hello_world_checkpoint.ckpt')
    run_id = mock_run_id(id=0)
    WorkflowParams(local_dataset=Path('foo'), resume_training=True, src_checkpoint=CheckpointParser(run_id)).validate()
    WorkflowParams(local_dataset=Path('foo'), resume_training=True, src_checkpoint=CheckpointParser(f'{run_id}:best_val_loss.ckpt')).validate()
    WorkflowParams(local_dataset=Path('foo'), resume_training=True, src_checkpoint=CheckpointParser(f'{run_id}:custom/path/model.ckpt')).validate()
    WorkflowParams(local_dataset=Path('foo'), resume_training=True, src_checkpoint=CheckpointParser(str(full_file_path))).validate()","The software supplier shall enforce a consistent naming convention for all functions, classes, and variables throughout the codebase to improve code readability and maintainability.",FALSE
"@pytest.mark.skipif(not torch.distributed.is_available(), reason='PyTorch distributed unavailable')
@pytest.mark.skipif(torch.cuda.device_count() < 2, reason='Not enough GPUs available')
@pytest.mark.gpu
def test_slides_datamodule_pl_replace_sampler_ddp(mock_panda_slides_root_dir: Path) -> None:
    slides_datamodule = PandaSlidesDataModule(root_path=mock_panda_slides_root_dir, pl_replace_sampler_ddp=True, seed=42, tiling_params=TilingParams(), loading_params=get_loading_params())
    run_distributed(_test_datamodule_pl_replace_sampler_ddp, [slides_datamodule, True], world_size=2)
    slides_datamodule.pl_replace_sampler_ddp = False
    run_distributed(_test_datamodule_pl_replace_sampler_ddp, [slides_datamodule, False], world_size=2)","The supplier shall document how it and its suppliers accommodate the diversity of users impacted by the product. If accommodation is not possible, the supplier shall provide a justification as to why.",FALSE
"@pytest.mark.skipif(not torch.distributed.is_available(), reason='PyTorch distributed unavailable')
@pytest.mark.skipif(torch.cuda.device_count() < 2, reason='Not enough GPUs available')
@pytest.mark.gpu
def test_slides_datamodule_pl_replace_sampler_ddp(mock_panda_slides_root_dir: Path) -> None:
    slides_datamodule = PandaSlidesDataModule(root_path=mock_panda_slides_root_dir, pl_replace_sampler_ddp=True, seed=42, tiling_params=TilingParams(), loading_params=get_loading_params())
    run_distributed(_test_datamodule_pl_replace_sampler_ddp, [slides_datamodule, True], world_size=2)
    slides_datamodule.pl_replace_sampler_ddp = False
    run_distributed(_test_datamodule_pl_replace_sampler_ddp, [slides_datamodule, False], world_size=2)","The software supplier shall prohibit the use of ""magic"" numbers or strings in the code and require the use of constants or named variables for improved code readability.",FALSE
"@parameterized.expand(TEST_CASES)
def test_cuda(self, test_case_description, sigmas, input, features, expected):
    input_tensor = torch.from_numpy(np.array(input)).to(dtype=torch.float, device=torch.device('cuda'))
    feature_tensor = torch.from_numpy(np.array(features)).to(dtype=torch.float, device=torch.device('cuda'))
    output = PHLFilter.apply(input_tensor, feature_tensor, sigmas).cpu().numpy()
    np.testing.assert_allclose(output, expected, atol=0.0001)","The supplier shall document the sensitive data used in the input variable data (e.g. legally protected personal characteristics, genetic/biometric data), and justify its inclusion.",FALSE
"@parameterized.expand(TEST_CASES)
def test_cuda(self, test_case_description, sigmas, input, features, expected):
    input_tensor = torch.from_numpy(np.array(input)).to(dtype=torch.float, device=torch.device('cuda'))
    feature_tensor = torch.from_numpy(np.array(features)).to(dtype=torch.float, device=torch.device('cuda'))
    output = PHLFilter.apply(input_tensor, feature_tensor, sigmas).cpu().numpy()
    np.testing.assert_allclose(output, expected, atol=0.0001)",The software supplier shall detect and report the presence of print or debug statements in production code and ensure their removal before deployment.,FALSE
"def weight_parameters(self):
    return [param for (name, param) in self.named_parameters() if name not in self._arch_param_names]",The supplier shall provide details of procedures for detecting adverse events during healthcare evaluations of the product.,FALSE
"def weight_parameters(self):
    return [param for (name, param) in self.named_parameters() if name not in self._arch_param_names]","The software supplier shall detect and report unused variables and imports in the code, ensuring that no unnecessary or redundant elements are present.",FALSE
"def test_verify_error(self):
    with tempfile.TemporaryDirectory() as tempdir:
        filepath = os.path.join(tempdir, 'schema.json')
        metafile = os.path.join(tempdir, 'metadata.json')
        meta_dict = {'schema': self.config['url'], 'wrong_meta': 'wrong content'}
        with open(metafile, 'w') as f:
            json.dump(meta_dict, f)
        with self.assertRaises(ValueError):
            verify_metadata(meta_file=metafile, filepath=filepath)","The supplier shall document how it and its suppliers accommodate the diversity of users impacted by the product. If accommodation is not possible, the supplier shall provide a justification as to why.",FALSE
"def test_verify_error(self):
    with tempfile.TemporaryDirectory() as tempdir:
        filepath = os.path.join(tempdir, 'schema.json')
        metafile = os.path.join(tempdir, 'metadata.json')
        meta_dict = {'schema': self.config['url'], 'wrong_meta': 'wrong content'}
        with open(metafile, 'w') as f:
            json.dump(meta_dict, f)
        with self.assertRaises(ValueError):
            verify_metadata(meta_file=metafile, filepath=filepath)","The software supplier shall enforce proper error handling practices, including the catching and handling of exceptions, to prevent unhandled exceptions from propagating.",TRUE
"def forward(self, input: torch.Tensor, target: torch.Tensor) -> torch.Tensor:
    """"""
        Args:
            input: the shape should be BNH[WD]. The input should be the original logits
                due to the restriction of ``monai.losses.FocalLoss``.
            target: the shape should be BNH[WD] or B1H[WD].

        Raises:
            ValueError: When number of dimensions for input and target are different.
            ValueError: When number of channels for target is neither 1 nor the same as input.

        """"""
    if len(input.shape) != len(target.shape):
        raise ValueError(f'the number of dimensions for input and target should be the same, got shape {input.shape} and {target.shape}.')
    if self.to_onehot_y:
        n_pred_ch = input.shape[1]
        if n_pred_ch == 1:
            warnings.warn('single channel prediction, `to_onehot_y=True` ignored.')
        else:
            target = one_hot(target, num_classes=n_pred_ch)
    dice_loss = self.dice(input, target)
    focal_loss = self.focal(input, target)
    total_loss: torch.Tensor = self.lambda_dice * dice_loss + self.lambda_focal * focal_loss
    return total_loss","The supplier shall document the performance of the product using appropriate metrics for the proposed task using testing data (e.g. accuracy, sensitivity, specificity, positive predictive value, negative predictive value, area under the curve, calibration, etc. for classification tasks).",FALSE
"def forward(self, input: torch.Tensor, target: torch.Tensor) -> torch.Tensor:
    """"""
        Args:
            input: the shape should be BNH[WD]. The input should be the original logits
                due to the restriction of ``monai.losses.FocalLoss``.
            target: the shape should be BNH[WD] or B1H[WD].

        Raises:
            ValueError: When number of dimensions for input and target are different.
            ValueError: When number of channels for target is neither 1 nor the same as input.

        """"""
    if len(input.shape) != len(target.shape):
        raise ValueError(f'the number of dimensions for input and target should be the same, got shape {input.shape} and {target.shape}.')
    if self.to_onehot_y:
        n_pred_ch = input.shape[1]
        if n_pred_ch == 1:
            warnings.warn('single channel prediction, `to_onehot_y=True` ignored.')
        else:
            target = one_hot(target, num_classes=n_pred_ch)
    dice_loss = self.dice(input, target)
    focal_loss = self.focal(input, target)
    total_loss: torch.Tensor = self.lambda_dice * dice_loss + self.lambda_focal * focal_loss
    return total_loss","The software supplier shall require appropriate documentation comments for public functions and classes, describing their inputs, outputs, and purpose for improved code understanding",TRUE
"def test_audit(self) -> None:
    tmpdir = tempfile.mkdtemp()
    cache_dirs = [os.path.join(tmpdir, 'cache_a'), os.path.join(tmpdir, 'cache_b')]
    static_pipeline_desc = [(OpFakeLoad(), {})]
    dynamic_pipeline_desc = [(OpPrintContents(), {})]
    static_pl = PipelineDefault('static_pipeline', static_pipeline_desc)
    dynamic_pl = PipelineDefault('dynamic_pipeline', dynamic_pipeline_desc)
    orig_sample_ids = ['case_1', 'case_2']
    cacher = SamplesCacher('dataset_default_audit_test_cache', static_pl, cache_dirs, restart_cache=True, audit_rate=1, audit_units='samples')
    ds_cached = DatasetDefault(orig_sample_ids, static_pl, dynamic_pipeline=dynamic_pl, cacher=cacher)
    ds_cached.create(num_workers=0)
    cached_final_sample_ids = ds_cached.get_all_sample_ids()
    print('a...')
    sample_from_cached = ds_cached[0]
    print('b...')
    sample_from_cached = ds_cached[0]

    def small_change(sample_dict: NDict) -> NDict:
        sample_dict['data']['cc']['img'][10, 100, 100] += 0.001
        return sample_dict
    ForMonkeyPatching.identity_transform = small_change
    print('c...')
    self.assertRaises(Exception, ds_cached, 0)
    ForMonkeyPatching.identity_transform = lambda x: x
    cacher = SamplesCacher('dataset_default_audit_test_cache', static_pl, cache_dirs, restart_cache=True, audit_first_sample=True, audit_rate=None)
    ds_cached = DatasetDefault(orig_sample_ids, static_pl, dynamic_pipeline=dynamic_pl, cacher=cacher)
    ds_cached.create(num_workers=0)
    ForMonkeyPatching.identity_transform = small_change
    self.assertRaises(Exception, ds_cached, 0)
    ForMonkeyPatching.identity_transform = lambda x: x
    cacher = SamplesCacher('dataset_default_audit_test_cache', static_pl, cache_dirs, restart_cache=True, audit_first_sample=True, audit_rate=None)
    ds_cached = DatasetDefault(orig_sample_ids, static_pl, dynamic_pipeline=dynamic_pl, cacher=cacher)
    ds_cached.create(num_workers=0)
    sample_from_cached = ds_cached[0]
    ForMonkeyPatching.identity_transform = small_change
    sample_from_cached = ds_cached[0]
    sample_from_cached = ds_cached[0]
    banana = 123","The supplier shall document which training data elements/variables were used to develop the model [assuming that it is not all of the data originally collected (see 5.2.4)]. Where data are excluded, the supplier shall document the process and rationale for removal.",FALSE
"def test_audit(self) -> None:
    tmpdir = tempfile.mkdtemp()
    cache_dirs = [os.path.join(tmpdir, 'cache_a'), os.path.join(tmpdir, 'cache_b')]
    static_pipeline_desc = [(OpFakeLoad(), {})]
    dynamic_pipeline_desc = [(OpPrintContents(), {})]
    static_pl = PipelineDefault('static_pipeline', static_pipeline_desc)
    dynamic_pl = PipelineDefault('dynamic_pipeline', dynamic_pipeline_desc)
    orig_sample_ids = ['case_1', 'case_2']
    cacher = SamplesCacher('dataset_default_audit_test_cache', static_pl, cache_dirs, restart_cache=True, audit_rate=1, audit_units='samples')
    ds_cached = DatasetDefault(orig_sample_ids, static_pl, dynamic_pipeline=dynamic_pl, cacher=cacher)
    ds_cached.create(num_workers=0)
    cached_final_sample_ids = ds_cached.get_all_sample_ids()
    print('a...')
    sample_from_cached = ds_cached[0]
    print('b...')
    sample_from_cached = ds_cached[0]

    def small_change(sample_dict: NDict) -> NDict:
        sample_dict['data']['cc']['img'][10, 100, 100] += 0.001
        return sample_dict
    ForMonkeyPatching.identity_transform = small_change
    print('c...')
    self.assertRaises(Exception, ds_cached, 0)
    ForMonkeyPatching.identity_transform = lambda x: x
    cacher = SamplesCacher('dataset_default_audit_test_cache', static_pl, cache_dirs, restart_cache=True, audit_first_sample=True, audit_rate=None)
    ds_cached = DatasetDefault(orig_sample_ids, static_pl, dynamic_pipeline=dynamic_pl, cacher=cacher)
    ds_cached.create(num_workers=0)
    ForMonkeyPatching.identity_transform = small_change
    self.assertRaises(Exception, ds_cached, 0)
    ForMonkeyPatching.identity_transform = lambda x: x
    cacher = SamplesCacher('dataset_default_audit_test_cache', static_pl, cache_dirs, restart_cache=True, audit_first_sample=True, audit_rate=None)
    ds_cached = DatasetDefault(orig_sample_ids, static_pl, dynamic_pipeline=dynamic_pl, cacher=cacher)
    ds_cached.create(num_workers=0)
    sample_from_cached = ds_cached[0]
    ForMonkeyPatching.identity_transform = small_change
    sample_from_cached = ds_cached[0]
    sample_from_cached = ds_cached[0]
    banana = 123","The software supplier shall detect and report unused variables and imports in the code, ensuring that no unnecessary or redundant elements are present.",FALSE
"def __call__(self, signal: NdarrayOrTensor) -> NdarrayOrTensor:
    """"""
        Args:
            signal: input 1 dimension signal to which a partial square pulse will be added
        """"""
    self.randomize(None)
    self.magnitude = self.R.uniform(low=self.boundaries[0], high=self.boundaries[1])
    self.fracs = self.R.uniform(low=self.fraction[0], high=self.fraction[1])
    self.freqs = self.R.uniform(low=self.frequencies[0], high=self.frequencies[1])
    length = signal.shape[-1]
    time_partial = np.arange(0, round(self.fracs * length), 1)
    squaredpulse_partial = self.magnitude * squarepulse(self.freqs * time_partial)
    loc = np.random.choice(range(length))
    signal = paste(signal, squaredpulse_partial, (loc,))
    return signal",The supplier shall document and justify the sample size used to train the model.,FALSE
"def __call__(self, signal: NdarrayOrTensor) -> NdarrayOrTensor:
    """"""
        Args:
            signal: input 1 dimension signal to which a partial square pulse will be added
        """"""
    self.randomize(None)
    self.magnitude = self.R.uniform(low=self.boundaries[0], high=self.boundaries[1])
    self.fracs = self.R.uniform(low=self.fraction[0], high=self.fraction[1])
    self.freqs = self.R.uniform(low=self.frequencies[0], high=self.frequencies[1])
    length = signal.shape[-1]
    time_partial = np.arange(0, round(self.fracs * length), 1)
    squaredpulse_partial = self.magnitude * squarepulse(self.freqs * time_partial)
    loc = np.random.choice(range(length))
    signal = paste(signal, squaredpulse_partial, (loc,))
    return signal","The software supplier shall require that all functions and classes have comment headers describing their purpose and usage, following a standard format for these comments.",FALSE
"def my_filter(patch, location):
    if location in value:
        return True
    return False","The supplier shall document processes to maintain a traceable record of modifications to nonmodel parts of the product (e.g. bug fixes), in line with good practice in software development.",FALSE
"def my_filter(patch, location):
    if location in value:
        return True
    return False","The software supplier shall require appropriate documentation comments for public functions and classes, describing their inputs, outputs, and purpose for improved code understanding",FALSE
"class TestAddInitialSeedPointMissingLabelsd(unittest.TestCase):

    @parameterized.expand([ADD_INITIAL_POINT_TEST_CASE])
    def test_correct_results(self, arguments, input_data, expected_result):
        seed = 0
        add_fn = AddInitialSeedPointMissingLabelsd(**arguments)
        add_fn.set_random_state(seed)
        result = add_fn(input_data)
        self.assertEqual(result[arguments['guidance']], expected_result)","The software supplier shall document the mechanisms or procedures used to collect the data [e.g. hardware apparatus or sensor, manual human curation, software program, software application programming interface (API)].",FALSE
"class TestAddInitialSeedPointMissingLabelsd(unittest.TestCase):

    @parameterized.expand([ADD_INITIAL_POINT_TEST_CASE])
    def test_correct_results(self, arguments, input_data, expected_result):
        seed = 0
        add_fn = AddInitialSeedPointMissingLabelsd(**arguments)
        add_fn.set_random_state(seed)
        result = add_fn(input_data)
        self.assertEqual(result[arguments['guidance']], expected_result)","The software supplier shall require a consistent bracing style (e.g., Allman, K&R) throughout the codebase to enhance code readability and maintainability.",FALSE
"def set(self, config: Any, id: str='', recursive: bool=True) -> None:
    """"""
        Set config by ``id``.

        Args:
            config: config to set at location ``id``.
            id: id to specify the expected position. See also :py:meth:`__setitem__`.
            recursive: if the nested id doesn't exist, whether to recursively create the nested items in the config.
                default to `True`. for the nested id, only support `dict` for the missing section.

        """"""
    keys = ReferenceResolver.split_id(id)
    conf_ = self.get()
    if recursive:
        if conf_ is None:
            self.config = conf_ = {}
        for k in keys[:-1]:
            if isinstance(conf_, dict) and k not in conf_:
                conf_[k] = {}
            conf_ = conf_[k if isinstance(conf_, dict) else int(k)]
    self[ReferenceResolver.normalize_id(id)] = config","The supplier shall document processes to maintain a traceable record of modifications to nonmodel parts of the product (e.g. bug fixes), in line with good practice in software development.",FALSE
"def set(self, config: Any, id: str='', recursive: bool=True) -> None:
    """"""
        Set config by ``id``.

        Args:
            config: config to set at location ``id``.
            id: id to specify the expected position. See also :py:meth:`__setitem__`.
            recursive: if the nested id doesn't exist, whether to recursively create the nested items in the config.
                default to `True`. for the nested id, only support `dict` for the missing section.

        """"""
    keys = ReferenceResolver.split_id(id)
    conf_ = self.get()
    if recursive:
        if conf_ is None:
            self.config = conf_ = {}
        for k in keys[:-1]:
            if isinstance(conf_, dict) and k not in conf_:
                conf_[k] = {}
            conf_ = conf_[k if isinstance(conf_, dict) else int(k)]
    self[ReferenceResolver.normalize_id(id)] = config","The software supplier shall identify and report code duplication within the codebase, encouraging developers to refactor and reuse code to reduce redundancy.",FALSE
"def set_infer_files(self, dataroot: str, data_list_or_path: str | list, data_key: str='testing') -> None:
    """"""
        Set the files to perform model inference.

        Args:
            dataroot: the path of the files
            data_list_or_path: the data source file path
        """"""
    self.infer_files = []
    if isinstance(data_list_or_path, list):
        self.infer_files = data_list_or_path
    elif isinstance(data_list_or_path, str):
        datalist = ConfigParser.load_config_file(data_list_or_path)
        if data_key in datalist:
            (self.infer_files, _) = datafold_read(datalist=datalist, basedir=dataroot, fold=-1, key=data_key)
        elif not hasattr(self, 'rank') or self.rank == 0:
            logger.info(f'Datalist file has no testing key - {data_key}. No data for inference is specified')
    else:
        raise ValueError('Unsupported parameter type')","The supplier shall perform subpopulation analysis (specifically: healthcare relevant subpopulations, and subpopulations with protected characteristics) to show performance in real world settings.",FALSE
"def set_infer_files(self, dataroot: str, data_list_or_path: str | list, data_key: str='testing') -> None:
    """"""
        Set the files to perform model inference.

        Args:
            dataroot: the path of the files
            data_list_or_path: the data source file path
        """"""
    self.infer_files = []
    if isinstance(data_list_or_path, list):
        self.infer_files = data_list_or_path
    elif isinstance(data_list_or_path, str):
        datalist = ConfigParser.load_config_file(data_list_or_path)
        if data_key in datalist:
            (self.infer_files, _) = datafold_read(datalist=datalist, basedir=dataroot, fold=-1, key=data_key)
        elif not hasattr(self, 'rank') or self.rank == 0:
            logger.info(f'Datalist file has no testing key - {data_key}. No data for inference is specified')
    else:
        raise ValueError('Unsupported parameter type')","The software supplier shall detect and report unused functions, classes, and code blocks within the codebase, encouraging the removal of dead code to maintain code cleanliness.",FALSE
"def compute_fp_tp_probs(probs: NdarrayOrTensor, y_coord: NdarrayOrTensor, x_coord: NdarrayOrTensor, evaluation_mask: NdarrayOrTensor, labels_to_exclude: list | None=None, resolution_level: int=0) -> tuple[NdarrayOrTensor, NdarrayOrTensor, int]:
    """"""
    This function is modified from the official evaluation code of
    `CAMELYON 16 Challenge <https://camelyon16.grand-challenge.org/>`_, and used to distinguish
    true positive and false positive predictions. A true positive prediction is defined when
    the detection point is within the annotated ground truth region.

    Args:
        probs: an array with shape (n,) that represents the probabilities of the detections.
            Where, n is the number of predicted detections.
        y_coord: an array with shape (n,) that represents the Y-coordinates of the detections.
        x_coord: an array with shape (n,) that represents the X-coordinates of the detections.
        evaluation_mask: the ground truth mask for evaluation.
        labels_to_exclude: labels in this list will not be counted for metric calculation.
        resolution_level: the level at which the evaluation mask is made.

    Returns:
        fp_probs: an array that contains the probabilities of the false positive detections.
        tp_probs: an array that contains the probabilities of the True positive detections.
        num_targets: the total number of targets (excluding `labels_to_exclude`) for all images under evaluation.

    """"""
    if isinstance(y_coord, torch.Tensor):
        y_coord = y_coord.detach().cpu().numpy()
    if isinstance(x_coord, torch.Tensor):
        x_coord = x_coord.detach().cpu().numpy()
    y_coord = (y_coord / pow(2, resolution_level)).astype(int)
    x_coord = (x_coord / pow(2, resolution_level)).astype(int)
    stacked = np.stack([y_coord, x_coord], axis=1)
    return compute_fp_tp_probs_nd(probs=probs, coords=stacked, evaluation_mask=evaluation_mask, labels_to_exclude=labels_to_exclude)",The supplier shall calculate the anticipated cost and system impact (see 7.2.1) using suitable standardized sources.,FALSE
"def compute_fp_tp_probs(probs: NdarrayOrTensor, y_coord: NdarrayOrTensor, x_coord: NdarrayOrTensor, evaluation_mask: NdarrayOrTensor, labels_to_exclude: list | None=None, resolution_level: int=0) -> tuple[NdarrayOrTensor, NdarrayOrTensor, int]:
    """"""
    This function is modified from the official evaluation code of
    `CAMELYON 16 Challenge <https://camelyon16.grand-challenge.org/>`_, and used to distinguish
    true positive and false positive predictions. A true positive prediction is defined when
    the detection point is within the annotated ground truth region.

    Args:
        probs: an array with shape (n,) that represents the probabilities of the detections.
            Where, n is the number of predicted detections.
        y_coord: an array with shape (n,) that represents the Y-coordinates of the detections.
        x_coord: an array with shape (n,) that represents the X-coordinates of the detections.
        evaluation_mask: the ground truth mask for evaluation.
        labels_to_exclude: labels in this list will not be counted for metric calculation.
        resolution_level: the level at which the evaluation mask is made.

    Returns:
        fp_probs: an array that contains the probabilities of the false positive detections.
        tp_probs: an array that contains the probabilities of the True positive detections.
        num_targets: the total number of targets (excluding `labels_to_exclude`) for all images under evaluation.

    """"""
    if isinstance(y_coord, torch.Tensor):
        y_coord = y_coord.detach().cpu().numpy()
    if isinstance(x_coord, torch.Tensor):
        x_coord = x_coord.detach().cpu().numpy()
    y_coord = (y_coord / pow(2, resolution_level)).astype(int)
    x_coord = (x_coord / pow(2, resolution_level)).astype(int)
    stacked = np.stack([y_coord, x_coord], axis=1)
    return compute_fp_tp_probs_nd(probs=probs, coords=stacked, evaluation_mask=evaluation_mask, labels_to_exclude=labels_to_exclude)","The software supplier shall require a consistent bracing style (e.g., Allman, K&R) throughout the codebase to enhance code readability and maintainability.",FALSE
"def forward(self, xin: torch.Tensor, short_cuts: list[torch.Tensor]) -> torch.Tensor:
    block_number = len(short_cuts) - 1
    x = xin + short_cuts[block_number]
    for block in self.decoder_blocks:
        x = block(x)
        x = self.upsample(x)
        block_number -= 1
        trim = (short_cuts[block_number].shape[-1] - x.shape[-1]) // 2
        if trim > 0:
            x += short_cuts[block_number][:, :, trim:-trim, trim:-trim]
    for block in self.output_features:
        x = block(x)
    return x",The supplier shall undertake a risk assessment to identify risks of bias in model development and deployment that might result in inequitable outcomes.,FALSE
"def forward(self, xin: torch.Tensor, short_cuts: list[torch.Tensor]) -> torch.Tensor:
    block_number = len(short_cuts) - 1
    x = xin + short_cuts[block_number]
    for block in self.decoder_blocks:
        x = block(x)
        x = self.upsample(x)
        block_number -= 1
        trim = (short_cuts[block_number].shape[-1] - x.shape[-1]) // 2
        if trim > 0:
            x += short_cuts[block_number][:, :, trim:-trim, trim:-trim]
    for block in self.output_features:
        x = block(x)
    return x","The software supplier shall prohibit the inclusion of hard-coded credentials, keys, or sensitive information in the code and ensure secure management through configuration files or environment variables.",TRUE
"def __call__(self, img: NdarrayOrTensor, meta_dict: dict | None=None) -> NdarrayOrTensor:
    """"""
        Args:
            img: torch tensor data to apply filter to with shape: [channels, height, width[, depth]]
            meta_dict: An optional dictionary with metadata

        Returns:
            A MetaTensor with the same shape as `img` and identical metadata
        """"""
    if isinstance(img, MetaTensor):
        meta_dict = img.meta
    (img_, prev_type, device) = convert_data_type(img, torch.Tensor)
    ndim = img_.ndim - 1
    if isinstance(self.filter, str):
        self.filter = self._get_filter_from_string(self.filter, self.filter_size, ndim)
    elif isinstance(self.filter, (torch.Tensor, np.ndarray)):
        self.filter = ApplyFilter(self.filter)
    img_ = self._apply_filter(img_)
    if meta_dict:
        img_ = MetaTensor(img_, meta=meta_dict)
    else:
        (img_, *_) = convert_data_type(img_, prev_type, device)
    return img_",The supplier shall calculate the anticipated cost and system impact (see 7.2.1) using suitable standardized sources.,FALSE
"def __call__(self, img: NdarrayOrTensor, meta_dict: dict | None=None) -> NdarrayOrTensor:
    """"""
        Args:
            img: torch tensor data to apply filter to with shape: [channels, height, width[, depth]]
            meta_dict: An optional dictionary with metadata

        Returns:
            A MetaTensor with the same shape as `img` and identical metadata
        """"""
    if isinstance(img, MetaTensor):
        meta_dict = img.meta
    (img_, prev_type, device) = convert_data_type(img, torch.Tensor)
    ndim = img_.ndim - 1
    if isinstance(self.filter, str):
        self.filter = self._get_filter_from_string(self.filter, self.filter_size, ndim)
    elif isinstance(self.filter, (torch.Tensor, np.ndarray)):
        self.filter = ApplyFilter(self.filter)
    img_ = self._apply_filter(img_)
    if meta_dict:
        img_ = MetaTensor(img_, meta=meta_dict)
    else:
        (img_, *_) = convert_data_type(img_, prev_type, device)
    return img_","The software supplier shall enforce a consistent naming convention for all functions, classes, and variables throughout the codebase to improve code readability and maintainability.",FALSE
"def gather_loss_cache(self, rank: int, stage: ModelKey) -> None:
    """"""Gathers the loss cache from all the workers""""""
    if torch.distributed.is_initialized():
        world_size = torch.distributed.get_world_size()
        if world_size > 1:
            loss_caches = [None] * world_size
            torch.distributed.all_gather_object(loss_caches, self.loss_cache[stage])
            if rank == 0:
                self.loss_cache[stage] = self.merge_loss_caches(loss_caches)","The supplier shall document and justify the process of handling missing data, if applicable.",FALSE
"def gather_loss_cache(self, rank: int, stage: ModelKey) -> None:
    """"""Gathers the loss cache from all the workers""""""
    if torch.distributed.is_initialized():
        world_size = torch.distributed.get_world_size()
        if world_size > 1:
            loss_caches = [None] * world_size
            torch.distributed.all_gather_object(loss_caches, self.loss_cache[stage])
            if rank == 0:
                self.loss_cache[stage] = self.merge_loss_caches(loss_caches)","The software supplier shall enforce proper resource cleanup practices, such as closing files and releasing resources, to prevent memory leaks and resource exhaustion in the code.",FALSE
